ID Projet,Nom du projet,Description,Année,Secteur,Pays,Taux Change Moyen (USD/EUR),Budget Initial (k€),Budget Final (k€),Écart Budget (%),Pénalités Historiques,Taux Imposition (%),Complexité Technique (1-5),Frais Imprévus (k€),Mode de Paiement,Qualité des Exigences (1-5),Durée Estimée (mois),Retard Moyen Historique (%),Date de Début,Date de Fin Initiale,Date de Fin Prévue,Écart de Délais (jours),risque_delais,risque_financement,risque_penalites,risque_fiscalite,risque_technique,risque_frais,moyenne_risques
AGRI-211,Plateforme d'Optimisation Agricole GeoSpatialisée,"Ce projet vise à développer une plateforme d'analyse géospatiale complète pour l'agriculture, conçue pour fournir aux agriculteurs des informations basées sur les données afin d'optimiser la gestion des cultures et l'utilisation des ressources. La plateforme intégrera diverses sources de données, notamment l'imagerie satellite (télédétection), les données des stations météorologiques, les analyses d'échantillons de sol, les relevés de capteurs IoT (humidité du sol, température, etc.) et les données historiques de rendement. La fonctionnalité principale repose sur des techniques avancées de traitement géospatial et de science des données, y compris des modèles d'apprentissage automatique, pour analyser ces données intégrées. Les résultats clés comprendront des cartes détaillées des champs mettant en évidence les variations de la santé des cultures (NDVI, etc.), des recommandations personnalisées pour l'irrigation, la fertilisation et la lutte antiparasitaire, ainsi que des analyses prédictives pour l'estimation du rendement. Les défis techniques comprennent la gestion de grands volumes de données géospatiales et de séries temporelles hétérogènes, le développement de pipelines d'ingestion et de traitement de données robustes, la création de modèles ML précis et interprétables adaptés aux contextes agricoles, la garantie de l'évolutivité et des performances de l'infrastructure cloud, la conception d'une interface utilisateur intuitive et accessible pour les agriculteurs, et la sécurisation des données et de la confidentialité. La plateforme sera native du cloud, exploitant des services évolutifs pour le calcul, le stockage et le traitement des données.",2023.0,Agriculture,Sénégal,0.91,1137500.0,887250.0,16.33,0.0,15.0,4.0,113750.0,Trimestriel,3.0,20.0,10.0,01/03/2023,01/11/2024,01/02/2025,92.0,15,10,0,5,15,10.0,9.17
AGRI-212,Plateforme d'Optimisation de l'Irrigation Intelligente Agri-Tech,"Développement d'une plateforme web et mobile innovante visant à optimiser l'utilisation de l'eau dans l'agriculture grâce à l'analyse de données en temps réel. La plateforme collectera des données provenant de capteurs IoT (humidité du sol, température, météo, etc.), les traitera en utilisant des techniques de Big Data et de Machine Learning pour prédire les besoins précis en irrigation des différentes parcelles et cultures. Elle fournira des recommandations personnalisées aux agriculteurs via une interface cartographique intuitive et des tableaux de bord. Les défis techniques incluent la gestion de flux de données massifs et hétérogènes, le développement de modèles prédictifs robustes et adaptatifs, l'intégration transparente de données géospatiales (SIG) et IoT, la garantie de la scalabilité de l'infrastructure Cloud, et la conception d'une interface utilisateur simple et efficace pour des utilisateurs non techniques. Le projet vise à réduire la consommation d'eau, améliorer les rendements et fournir des outils d'aide à la décision basés sur des données probantes.",2023.0,Agriculture,Kenya,0.91,1137500.0,887250.0,20.0,0.0,10.0,5.0,113750.0,Trimestriel,3.0,24.0,15.0,01/03/2023,01/03/2025,01/07/2025,122.0,20,15,0,5,20,10.0,11.67
AGRI-213,AgriOptim: Plateforme d'Optimisation Agricole Intelligente,"Développement d'une plateforme web et mobile pour l'agriculture de précision. Le système collectera des données multi-sources (capteurs IoT sur le terrain, stations météo, images satellites, données historiques) pour fournir aux agriculteurs des analyses prédictives et des recommandations personnalisées. L'objectif est d'optimiser l'utilisation des ressources (eau, engrais, pesticides), de prévoir les rendements, de détecter précocement les maladies ou stress hydriques, et d'améliorer la gestion globale des exploitations. Les défis techniques incluent l'intégration de flux de données hétérogènes et volumineux, le traitement en temps quasi-réel, le développement de modèles de Machine Learning robustes adaptés à diverses cultures et conditions, l'affichage cartographique interactif de données géospatiales complexes, et l'assurance d'une interface utilisateur intuitive pour des utilisateurs non techniques.",2023.0,Agriculture,Kenya,0.91,1137500.0,887250.0,18.0,0.0,10.0,4.0,113750.0,Trimestriel,3.0,24.0,15.0,01/03/2023,01/03/2025,01/07/2025,122.0,15,10,0,5,15,10.0,9.17
URB-263,Plateforme Collaborative de Gestion et Visualisation des Permis d'Urbanisme,"Ce projet vise à concevoir et déployer une plateforme web géospatiale intégrée pour simplifier et accélérer le processus de demande, d'instruction et de suivi des permis d'urbanisme. La plateforme permettra aux citoyens de soumettre des demandes en ligne, aux services instructeurs de gérer les dossiers numériquement (incluant la visualisation cartographique des contraintes et des projets), et au public de consulter les décisions. Les défis techniques incluent l'intégration de données géospatiales hétérogènes (PLU, cadastre, servitudes) dans un modèle unifié, le développement d'une interface cartographique web performante et intuitive, la mise en place de workflows complexes et personnalisables pour l'instruction, l'assurance d'une sécurité robuste pour les données sensibles, et l'intégration potentielle avec des systèmes d'information existants (financiers, d'archives). Le système devra gérer de grands volumes de données spatiales et textuelles et garantir une haute disponibilité.",2023.0,Urbanisme,Sénégal,0.91,1137500.0,887250.0,18.0,0.0,10.0,4.0,113750.0,Trimestriel,3.0,24.0,15.0,01/03/2023,01/03/2025,01/07/2025,122.0,15,10,0,5,15,10.0,9.17
AGRI-214,AgriPredict: Système d'Optimisation des Rendements Agricoles,"Développement d'une plateforme intégrée pour l'agriculture de précision visant à améliorer la prédiction des rendements et l'optimisation de l'utilisation des ressources (eau, fertilisants). Le projet consiste à collecter et intégrer des données hétérogènes provenant de capteurs de sol, de stations météorologiques, d'images satellite et de données historiques de culture. Ces données seront traitées et analysées en utilisant des algorithmes de Machine Learning pour générer des modèles prédictifs de rendement et des recommandations personnalisées pour les agriculteurs. La plateforme inclura une interface web interactive avec visualisation cartographique (SIG) pour présenter les analyses, les prédictions et les recommandations de manière intuitive. Les défis techniques incluent la gestion de grands volumes de données variées (Big Data), le développement de modèles ML robustes et adaptatifs, l'intégration de données géospatiales complexes, l'assurance de la scalabilité de l'infrastructure Cloud, et la création d'une expérience utilisateur simple et efficace pour des utilisateurs potentiellement non techniques.",2023.0,Agriculture,Sénégal,0.91,1137500.0,887250.0,16.33,0.0,10.0,4.0,113750.0,Trimestriel,4.0,20.0,15.0,01/03/2023,01/11/2024,25/01/2025,75.0,15,5,0,2,10,10.0,7.0
AGRI-215,Optimisation Intelligente de l'Irrigation Agricole par Capteurs et IA,"Ce projet vise à développer une plateforme numérique intégrant des données issues de capteurs IoT déployés sur les parcelles agricoles, des prévisions météorologiques et des données satellitaires (si disponibles) pour optimiser l'irrigation. La plateforme collectera, stockera et analysera ces données en temps réel à l'aide de modèles d'apprentissage automatique (ML) pour prédire les besoins en eau des cultures et recommander des plans d'irrigation précis. Un tableau de bord web et mobile sera développé pour les agriculteurs, leur permettant de visualiser les conditions du sol, les prévisions, les recommandations d'irrigation, et potentiellement de contrôler à distance les systèmes d'irrigation compatibles. Les défis techniques incluent l'intégration de flux de données hétérogènes (IoT, API, SIG), le développement de modèles ML robustes et interprétables, la construction d'une architecture cloud scalable et sécurisée, et la conception d'une interface utilisateur intuitive pour un public non technique.",2023.0,Agriculture,Sénégal,0.91,1137500.0,887250.0,16.33,0.0,10.0,4.0,113750.0,Trimestriel,3.0,20.0,15.0,01/03/2023,01/11/2024,01/02/2025,92.0,15,10,0,2,15,10.0,8.67
AGRI-216,Plateforme d'Optimisation Agricole Intelligente (POAI),"Le projet ""Plateforme d'Optimisation Agricole Intelligente"" vise à développer une solution technologique pour aider les agriculteurs à prendre des décisions éclairées basées sur les données, dans le but d'améliorer les rendements, d'optimiser l'utilisation des ressources (eau, engrais, pesticides) et de minimiser les risques liés aux conditions environnementales et aux maladies. La plateforme intégrera et analysera des données hétérogènes provenant de diverses sources : images satellites, prévisions météorologiques, données pédologiques, données de capteurs IoT (humidité du sol, température, etc.), et historiques de culture. Au cœur du système, des algorithmes avancés d'apprentissage automatique (Machine Learning) et de science des données seront développés pour fournir des analyses prédictives (par ex. risque de maladie, date de récolte optimale) et des recommandations personnalisées au niveau de la parcelle. Les défis techniques majeurs incluent l'intégration de flux de données massifs et variés (Big Data), le développement de modèles d'IA précis et adaptables aux spécificités locales, la mise en place d'une infrastructure Cloud scalable et résiliente, la conception d'une interface utilisateur intuitive et cartographique (SIG WEB), et la garantie de la sécurité et de la confidentialité des données agricoles sensibles.",2023.0,Agriculture,Sénégal,0.91,113750000.0,88725000.0,16.33,0.0,10.0,4.0,11375000.0,Trimestriel,3.0,20.0,15.0,01/03/2023,01/07/2024,15/09/2024,76.0,15,5,0,2,10,10.0,7.0
AGRI-217,AgriSense - Plateforme Géospatiale d'Analyse pour l'Agriculture de Précision,"Ce projet vise à développer une plateforme web et mobile innovante pour l'agriculture de précision, intégrant des données provenant de capteurs IoT déployés sur le terrain, d'images satellites et de données météorologiques. La plateforme fournira aux agriculteurs et aux agronomes des analyses géospatiales avancées, des prédictions de rendement, des alertes précoces sur les maladies ou les stress hydriques, et des recommandations optimisées pour l'irrigation et la fertilisation. Les défis techniques incluent la gestion et le traitement de grands volumes de données hétérogènes (Big Data), le développement de modèles de Machine Learning robustes pour l'analyse prédictive, l'intégration temps réel des données IoT, le traitement et l'analyse d'images satellites, la mise en place d'une infrastructure cloud scalable et sécurisée, ainsi que le développement d'une interface utilisateur intuitive et performante affichant des données cartographiques complexes. Le projet nécessite une expertise poussée en géomatique, science des données, IoT, et développement full stack.",2023.0,Agriculture,Sénégal,0.91,1137500.0,887250.0,21.67,0.0,10.0,5.0,113750.0,Trimestriel,4.0,28.0,15.0,01/03/2023,01/11/2025,25/04/2026,176.0,20,15,0,5,15,10.0,10.83
AGRI-218,AgriSense Pro: Plateforme d'Analyse Géospatiale Agricole,"Développement d'une plateforme cloud innovante pour l'agriculture de précision. Le projet vise à intégrer et analyser diverses sources de données (images satellite, données météorologiques, capteurs IoT, données pédologiques) pour fournir aux agriculteurs des insights actionnables. La plateforme inclura des modèles d'apprentissage automatique pour la prédiction des rendements, la détection précoce des maladies et parasites, l'optimisation de l'irrigation et de la fertilisation, et l'analyse de la santé des cultures. Le scope couvre le développement du backend pour l'ingestion et le traitement des données, le frontend pour l'interface utilisateur web interactive avec des capacités de cartographie avancées, la mise en place de l'infrastructure cloud scalable et sécurisée, et le développement des modèles d'IA/ML. Les défis techniques majeurs incluent la gestion de grands volumes de données hétérogènes, le traitement en temps quasi-réel des flux de données, l'intégration et l'analyse géospatiale complexe, la calibration et la validation des modèles ML dans divers contextes agricoles, et la garantie d'une haute disponibilité et sécurité de la plateforme.",2023.0,Agriculture,Sénégal,0.91,1137500.0,887250.0,16.33,0.0,10.0,4.0,113750.0,Trimestriel,3.0,20.0,15.0,01/03/2023,01/11/2024,01/02/2025,92.0,15,10,0,5,15,10.0,9.17
AGRI-219,AgriSmart Yield: Integrated Precision Farming Platform,"Develop a comprehensive platform for precision agriculture enabling farmers to collect, analyze, and visualize field data to optimize yields and resource usage. The system will integrate data from various sources including IoT sensors (soil moisture, temperature, nutrients), weather APIs, and potentially satellite imagery. Key functionalities include real-time monitoring, historical data analysis, predictive modeling for yield estimation and disease risk, variable rate application recommendations, and interactive mapping of field conditions. Technical challenges involve managing high-velocity sensor data streams (Big Data), developing robust data pipelines, implementing complex machine learning algorithms for predictions, ensuring system scalability and security on the cloud, and creating a user-friendly interface accessible via web. The platform aims to optimize resource usage, increase productivity, and improve sustainability in farming practices.",2023.0,Agriculture,Kenya,0.91,1137500.0,887250.0,16.33,0.0,15.0,4.0,113750.0,Trimestriel,4.0,20.0,12.0,01/03/2023,01/11/2024,01/02/2025,92.0,15,10,0,5,15,10.0,9.17
AGRI-220,Plateforme de Gestion Intelligente des Exploitations Agricoles (AgriSmart),"Développement d'une plateforme web et mobile permettant aux agriculteurs de gérer et d'optimiser leurs exploitations grâce à la collecte, l'analyse et la visualisation de données issues de diverses sources. Le projet vise à intégrer des données IoT (capteurs de sol, météo, etc.), des données SIG (parcelles cadastrales, type de sol, topographie), des données manuelles (traitements, rendements), et des données externes (météo prévisionnelle, prix du marché). La plateforme offrira des outils de cartographie interactive, des tableaux de bord de suivi, des alertes personnalisées et des recommandations basées sur des modèles d'apprentissage automatique (prédiction de rendement, détection de maladies, optimisation d'irrigation). Les principaux défis techniques incluent la gestion de grands volumes de données hétérogènes en temps réel, le développement d'algorithmes d'analyse spatiale et prédictive robustes, l'intégration transparente des données IoT et SIG, et la création d'une interface utilisateur intuitive et accessible pour des utilisateurs potentiellement peu familiers avec la technologie.",2023.0,Agriculture,Rwanda,0.91,1137500.0,887250.0,18.0,0.0,10.0,4.0,113750.0,Trimestriel,3.0,24.0,15.0,01/03/2023,01/03/2025,01/07/2025,122.0,15,10,0,2,15,10.0,8.67
URB-265,Plateforme Intelligente d'Analyse et de Planification Urbaine Géospatiale (PIAPUG),"Ce projet vise à développer une plateforme web centralisée et intelligente pour l'intégration, l'analyse et la visualisation de données urbaines hétérogènes (cadastre, réseaux, démographie, environnement, mobilité, etc.). L'objectif est de fournir aux urbanistes et décideurs des outils avancés basés sur des technologies géospatiales et de l'intelligence artificielle pour améliorer la planification, le suivi et la gestion du territoire urbain. Les défis techniques incluent l'harmonisation et l'intégration de sources de données disparates et volumineuses, le traitement efficace des données géospatiales à grande échelle, le développement d'algorithmes d'analyse spatiale et prédictive (IA/ML), la création d'une interface utilisateur intuitive et performante (cartes interactives, tableaux de bord), la garantie de la sécurité et de la confidentialité des données sensibles, et la mise en place d'une infrastructure cloud scalable et résiliente pour supporter des mises à jour fréquentes et des requêtes complexes.",2023.0,Urbanisme,Sénégal,0.91,136500000.0,106470000.0,15.5,0.0,15.0,4.0,13650000.0,Trimestriel,3.0,18.0,12.0,01/03/2023,01/09/2024,15/11/2024,75.0,15,5,0,2,12,10.0,7.33
URB-266,Optimisation de la Collecte de Déchets Urbains par Analyse Spatiale et IoT,"Le projet vise à moderniser la gestion des déchets urbains en mettant en place un système intelligent et piloté par les données. Il implique le déploiement de capteurs IoT sur les bennes à déchets dans toute la ville pour surveiller en temps réel les niveaux de remplissage. Ces données, combinées aux informations géographiques existantes (SIG) sur la localisation des bennes, les routes de collecte et les schémas de trafic, alimenteront une plateforme centrale. Le défi technique principal réside dans la construction d'une infrastructure robuste et évolutive capable d'ingérer et de traiter des flux de données IoT à haute vélocité, d'intégrer des ensembles de données spatiales et opérationnelles disparates, et de développer des algorithmes avancés pour l'optimisation dynamique des tournées. Le système comprendra des services backend fournissant des APIs pour l'accès et le traitement des données, un tableau de bord web pour les administrateurs municipaux et les opérateurs de gestion des déchets afin de surveiller les opérations et gérer les routes, et une application mobile pour les équipes de collecte afin de recevoir les tournées optimisées et signaler leur statut. Les obstacles techniques clés incluent l'assurance de la fiabilité et de la sécurité du réseau IoT, le traitement efficace de grands volumes de données spatiales et temporelles, le développement de modèles prédictifs précis pour les taux de remplissage, et la création d'interfaces utilisateur intuitives adaptées aux différents rôles d'utilisateur.",2023.0,Urbanisme,Sénégal,0.91,1137500.0,887250.0,15.5,0.0,10.0,4.0,113750.0,Trimestriel,3.0,18.0,15.0,01/03/2023,01/09/2024,01/12/2024,92.0,15,10,0,2,15,10.0,8.67
URB-267,Système de Surveillance Environnementale Urbaine Connectée (SSEUC),"Le projet SSEUC vise à concevoir, développer et déployer une plateforme intégrée pour la surveillance en temps réel de la qualité de l'air et du bruit dans les zones urbaines. L'objectif est de collecter des données à partir d'un réseau de capteurs IoT déployés dans la ville, de les ingérer, les traiter et les analyser sur une infrastructure cloud évolutive. La plateforme permettra de visualiser les données environnementales sur des cartes interactives (SIG), d'identifier les zones critiques, d'analyser les tendances et de générer des rapports pour les autorités municipales et le public. Les défis techniques incluent la gestion d'un grand volume de données temps réel provenant de capteurs distribués, l'intégration de différents types de capteurs, le développement d'algorithmes d'analyse de données robustes (incluant potentiellement du Machine Learning pour la prédiction ou l'identification d'anomalies), la garantie de la sécurité des données et de la plateforme, et la création d'une interface utilisateur intuitive et performante intégrant des capacités géospatiales avancées.",2023.0,Urbanisme,Sénégal,0.91,1137500.0,887250.0,16.33,0.0,10.0,4.0,113750.0,Trimestriel,3.0,20.0,15.0,01/03/2023,01/11/2024,01/02/2025,92.0,15,10,0,5,15,10.0,9.17
AGRI-222,Plateforme d'Agriculture de Précision 'AgriOptiSoil',"Développement d'une plateforme logicielle et matérielle pour l'agriculture de précision axée sur l'optimisation de l'irrigation et de la fertilisation des sols. Le projet implique le déploiement de capteurs IoT sur le terrain pour collecter des données en temps réel sur l'humidité, la température et la composition du sol. Ces données sont transmises à une infrastructure cloud (AWS) où elles sont combinées avec des données géospatiales existantes (cartes pédologiques, topographie, images satellite). Des modèles de Machine Learning et d'analyse spatiale sont développés et appliqués pour analyser les conditions du sol, prédire les besoins en eau et nutriments, et générer des recommandations spécifiques à chaque zone de la parcelle. Une application web intuitive est créée pour visualiser les données, les analyses, les recommandations et permettre la gestion des parcelles par les agriculteurs. Les principaux défis techniques incluent la gestion de données hétérogènes et volumineuses, le développement de modèles prédictifs précis et interprétables, l'intégration sécurisée et fiable des dispositifs IoT, la scalabilité de la plateforme cloud, et la conception d'une interface utilisateur efficace pour des non-experts.",2023.0,Agriculture,Sénégal,0.91,1137500.0,887250.0,15.5,0.0,15.0,4.0,113750.0,Trimestriel,3.0,18.0,10.0,01/03/2023,01/09/2024,01/12/2024,92.0,15,10,0,5,15,10.0,9.17
AGRI-224,GeoAgri Analytics: Plateforme de Suivi et d'Optimisation des Usages des Terres Agricoles,"Ce projet vise à développer une plateforme web avancée pour le suivi, l'analyse et l'optimisation de l'utilisation des terres agricoles à l'échelle régionale ou nationale. La plateforme intégrera des données multi-sources incluant l'imagerie satellite (Sentinel, Landsat), les données de drones, les relevés terrain (GPS, capteurs), les données cadastrales et météorologiques. Le cœur technique reposera sur un moteur d'analyse géospatiale performant et des modèles d'apprentissage automatique pour la détection automatique des cultures, l'estimation des rendements potentiels, l'identification des parcelles non conformes aux réglementations et l'optimisation des intrants (eau, engrais). Les principaux défis techniques incluent la gestion et le traitement de très grands volumes de données géospatiales et temporelles, le développement de modèles d'IA robustes et généralisables, l'intégration fluide des différentes sources de données, la construction d'une infrastructure cloud scalable et sécurisée, et la création d'une interface utilisateur intuitive pour la visualisation cartographique complexe et la génération de rapports personnalisés. La plateforme fournira des outils d'aide à la décision pour les agriculteurs, les coopératives, les administrations publiques et les chercheurs.",2023.0,Agriculture,Sénégal,0.91,1137500.0,887250.0,20.5,0.0,10.0,4.0,113750.0,Trimestriel,3.0,30.0,15.0,01/03/2023,01/03/2025,01/07/2025,122.0,15,10,0,5,15,10.0,9.17
URB-268,SAVUI - Système d'Analyse et de Visualisation Urbaine Intégrée,"Le projet SAVUI vise à créer une plateforme web centralisée et interactive pour l'analyse et la visualisation de données urbaines hétérogènes. Cette plateforme permettra aux urbanistes, aux décideurs publics et aux chercheurs d'accéder, d'intégrer et d'analyser diverses sources de données (démographie, infrastructure, usage des sols, environnement, mobilité, etc.) afin de mieux comprendre les dynamiques urbaines, d'évaluer l'impact de politiques ou de projets, et d'éclairer les décisions de planification. Le système inclura des fonctionnalités avancées de cartographie interactive (SIG web), des tableaux de bord dynamiques personnalisables, des outils d'analyse spatiale et statistique, et potentiellement des modules de simulation basés sur des modèles. Les principaux défis techniques résident dans l'intégration de données hétérogènes et volumineuses issues de sources variées, la gestion performante des données géospatiales à grande échelle, la conception d'une architecture scalable et sécurisée supportant un nombre important d'utilisateurs et de requêtes complexes, et le développement d'une interface utilisateur intuitive malgré la complexité des données et des outils analytiques.",2023.0,Urbanisme,Sénégal,0.91,1137500.0,887250.0,15.5,0.0,15.0,4.0,91000.0,Trimestriel,3.0,18.0,12.0,01/03/2023,01/09/2024,25/11/2024,86.0,15,10,0,5,15,10.0,9.17
URB-273,Système d'Information Géographique Intégré pour la Gestion des Espaces Verts Urbains,"Le projet vise à concevoir, développer et déployer un Système d'Information Géographique (SIG) intégré pour optimiser la gestion, la planification et la maintenance des espaces verts au sein d'une collectivité urbaine. La plateforme permettra d'inventorier numériquement les arbres, parcs, jardins et autres éléments paysagers, de suivre leur état de santé, de planifier les interventions de maintenance (élagage, arrosage, traitement), de gérer les projets d'aménagement paysager et de fournir des outils d'analyse spatiale pour l'aide à la décision. Le système comprendra une application web cartographique interactive accessible aux agents municipaux et, potentiellement, un portail d'information public simplifié. Les défis techniques majeurs incluent l'intégration de données hétérogènes (données cadastrales, relevés de terrain, images aériennes), la gestion de très grands volumes de données géospatiales, le développement d'une interface cartographique web performante et intuitive, l'implémentation de fonctionnalités d'analyse spatiale complexes directement dans l'application, et la garantie de la sécurité et de la confidentialité des données sensibles.",2023.0,Urbanisme,Sénégal,0.91,1137500.0,887250.0,15.5,0.0,15.0,4.0,113750.0,Trimestriel,3.0,18.0,12.0,01/03/2023,01/09/2024,01/12/2024,92.0,15,5,0,0,10,10.0,6.67
URB-274,Platforme d'Optimisation du Réseau de Transport Urbain,"Développement d'une plateforme web avancée visant à optimiser la gestion et la planification des réseaux de transport urbain. La plateforme agrègera et analysera en temps réel des données provenant de diverses sources (capteurs IoT sur les véhicules, systèmes de billettique, données géospatiales, données historiques de trafic, événements urbains) pour fournir des insights sur le trafic, des prédictions de congestion et des outils d'aide à la décision pour les opérateurs et les urbanistes. Le projet inclut la mise en place d'une architecture de données scalable pour gérer de grands volumes de données en flux continu, le développement d'algorithmes d'analyse spatio-temporelle et de machine learning pour la prédiction, une interface utilisateur intuitive avec des visualisations cartographiques dynamiques, et des API pour l'intégration future avec d'autres systèmes. Les principaux défis techniques résident dans l'intégration hétérogène des données, le traitement en temps réel, l'exactitude des modèles prédictifs, la performance des visualisations géospatiales et la sécurité des données sensibles.",2023.0,Urbanisme,Sénégal,0.91,1137500.0,887250.0,16.33,0.0,15.0,4.0,113750.0,Trimestriel,4.0,20.0,12.0,01/03/2023,01/09/2024,01/12/2024,92.0,15,10,0,5,20,10.0,10.0
URB-276,Plateforme Géospatiale de Gestion Urbaine Intelligente (PGUI),"Développement d'une plateforme web centralisée pour la gestion intelligente des données urbaines. Le projet vise à intégrer diverses sources de données géospatiales et alphanumériques (cadastre, réseaux, capteurs, services municipaux, etc.) au sein d'un référentiel unique. La plateforme offrira des fonctionnalités de visualisation cartographique avancée, d'analyse spatiale, de reporting et de tableaux de bord interactifs pour aider les décideurs et les techniciens municipaux à optimiser la planification, la gestion et la maintenance des infrastructures et services urbains. Les défis techniques incluent l'intégration hétérogène de grands volumes de données, la gestion de données géospatiales complexes, la performance de la visualisation cartographique web, la sécurité des données sensibles, le développement d'algorithmes d'analyse spatiale et la mise en place d'une architecture cloud scalable et résiliente. La plateforme devra supporter différents niveaux d'accès utilisateur et s'intégrer potentiellement avec des systèmes existants, nécessitant une expertise pointue en SIG, développement web, base de données et infrastructure.",2023.0,Urbanisme,Sénégal,0.91,1137500.0,887250.0,18.0,0.0,10.0,4.0,113750.0,Trimestriel,3.0,24.0,15.0,01/03/2023,01/03/2025,01/07/2025,122.0,15,10,0,5,15,10.0,9.17
URB-277,Plateforme Intelligente d'Optimisation de la Mobilité Urbaine,"Développement d'une plateforme centralisée pour collecter, analyser et prédire les flux de mobilité urbaine (trafic routier, transports en commun, déplacements piétons/cyclistes). Le projet vise à fournir des outils d'aide à la décision pour les autorités municipales et des informations en temps réel pour les citoyens, afin d'optimiser la gestion du trafic, d'améliorer l'efficacité des transports publics et de réduire les temps de trajet et la congestion. Les défis techniques incluent l'intégration de sources de données hétérogènes (capteurs, GPS, applications mobiles, données publiques), le traitement en temps réel de grands volumes de données, le développement de modèles prédictifs basés sur l'IA et le Machine Learning, la visualisation cartographique dynamique de données complexes, la garantie de la sécurité et de la confidentialité des données, et la conception d'une architecture scalable et résiliente pour gérer l'afflux constant d'informations.",2023.0,Urbanisme,Sénégal,0.91,136500000.0,107289000.0,16.33,0.0,10.0,4.0,13650000.0,Trimestriel,3.0,20.0,15.0,01/03/2023,01/11/2024,20/02/2025,101.0,15,5,0,2,15,10.0,7.83
URB-279,Plateforme Collaborative de Planification Urbaine et de Visualisation Foncière,"Ce projet vise à développer une plateforme web géospatiale permettant aux acteurs de l'urbanisme (municipalités, aménageurs, citoyens) de visualiser, analyser et collaborer sur des plans d'occupation des sols et des données foncières. La plateforme intégrera des données SIG multi-sources (cadastre, zonage, réseaux, démographie, etc.), offrira des outils d'analyse spatiale basés sur des règles d'urbanisme, et proposera des fonctionnalités de simulation et de proposition de modifications aux plans. Les principaux défis techniques incluent l'intégration et la gestion de très grands volumes de données géospatiales hétérogènes, le développement d'une interface utilisateur intuitive pour des interactions complexes avec des cartes interactives, l'optimisation des performances pour les requêtes et visualisations temps réel, la mise en place d'un système de gestion des accès et des versions pour la collaboration, et l'assurance d'une haute disponibilité et sécurité des données sensibles.",2023.0,Urbanisme,Sénégal,0.91,1137500.0,887250.0,15.5,0.0,10.0,4.0,91000.0,Trimestriel,3.0,18.0,15.0,01/03/2023,01/09/2024,01/12/2024,92.0,15,10,0,5,15,10.0,9.17
AGRI-227,Plateforme d'Agriculture de Précision Intelligente,"Développement d'une plateforme web et mobile pour l'agriculture de précision, visant à optimiser les rendements et réduire l'impact environnemental en fournissant des recommandations basées sur l'analyse de données. La plateforme collectera, traitera et analysera des données provenant de sources hétérogènes : capteurs IoT déployés sur le terrain (humidité du sol, température, etc.), données météorologiques issues d'APIs tierces, et imagerie satellite (NDVI, EVI, etc.).

Les principaux défis techniques incluent la mise en place d'une pipeline de données robuste et évolutive capable de gérer des volumes importants et variés de données (streaming IoT, fichiers d'images, données structurées), le développement et le déploiement de modèles de Machine Learning pour la prédiction des rendements, la détection de maladies, l'optimisation de l'irrigation et de la fertilisation. L'intégration de données géospatiales complexes et leur visualisation performante sur une interface utilisateur intuitive représentent également un défi majeur. La sécurité des données agricoles sensibles et la résilience de l'infrastructure cloud sont primordiales.",2023.0,Agriculture,Sénégal,0.91,1137500.0,887250.0,15.5,0.0,10.0,4.0,113750.0,Trimestriel,4.0,18.0,15.0,01/03/2023,01/09/2024,25/11/2024,85.0,15,5,0,2,10,10.0,7.0
URB-281,GeoPlan Connect: Plateforme Collaborative de Planification Urbaine,"Développement d'une plateforme web collaborative basée sur les Systèmes d'Information Géographique (SIG) pour moderniser et optimiser les processus de planification urbaine. Le projet vise à centraliser les données géospatiales hétérogènes (cadastre, PLU, réseaux, environnement, etc.), fournir des outils de visualisation cartographique avancée, permettre la simulation d'impacts de projets, faciliter la collaboration entre les différents acteurs (services municipaux, urbanistes, citoyens) et automatiser certaines analyses réglementaires. Le scope inclut l'acquisition et la structuration des données SIG, le développement d'une API spatiale performante, la création d'une interface utilisateur intuitive avec des capacités cartographiques dynamiques, la mise en place d'un système de gestion des droits d'accès granulaire, et l'intégration de modules d'analyse spatiale basiques. Les défis techniques majeurs résident dans la gestion et l'optimisation des performances pour des volumes importants de données géospatiales, l'interopérabilité avec des sources de données externes variées, l'assurance d'une haute disponibilité et sécurité des données sensibles, ainsi que la conception d'une UX/UI adaptée à des utilisateurs non experts en SIG.",2023.0,Urbanisme,Sénégal,0.91,1137500.0,887250.0,16.33,0.0,10.0,4.0,113750.0,Trimestriel,3.0,20.0,15.0,01/03/2023,01/07/2025,01/12/2025,153.0,15,10,0,5,15,10.0,9.17
